fileName,PESQ_narrow_band,PESQ_wide_band
nba_1.wav,1.165181279182434,1.0640696287155151
Noisy_NatalyMonoMax.wav,1.1699484586715698,1.0416390895843506
imagine_dragons_club.wav,1.5989749431610107,1.349001407623291
obama.wav,1.5349113941192627,1.2455288171768188
